strategy,query_id,type,repeat,latency_us,candidate_count,filter_queries,inverted_lookups,posting_records_read,full_tag_distance_computations
prefuzz,enron_full_068258,text,0,2,0,5,0,0,0
prefuzz,enron_full_068541,text,0,52,2,5,4,8,2
prefuzz,enron_full_068714,text,0,62,2,5,5,10,2
prefuzz,enron_full_068948,text,0,2,0,5,0,0,0
prefuzz,enron_full_069168,text,0,59,1,5,5,5,1
prefuzz,enron_full_069488,text,0,17,0,5,1,1,1
prefuzz,enron_full_070382,text,0,2,0,5,0,0,0
prefuzz,enron_full_071706,text,0,55,1,5,5,5,1
prefuzz,enron_full_071944,text,0,86,1,5,5,5,1
prefuzz,enron_full_072801,text,0,53,1,5,5,5,1
prefuzz,enron_full_073237,text,0,65,1,5,5,7,3
prefuzz,enron_full_075726,text,0,54,1,5,5,5,1
prefuzz,enron_full_076089,text,0,61,2,5,5,10,2
prefuzz,enron_full_078045,text,0,2,0,5,0,0,0
prefuzz,enron_full_078949,text,0,56,1,5,5,5,1
prefuzz,enron_full_080332,text,0,2,0,5,0,0,0
prefuzz,enron_full_080731,text,0,63,1,5,5,7,3
prefuzz,enron_full_081565,text,0,53,1,5,5,5,1
prefuzz,enron_full_081601,text,0,52,1,5,5,5,1
prefuzz,enron_full_081707,text,0,53,1,5,5,5,1
prefuzz,enron_full_082681,text,0,2,0,5,0,0,0
prefuzz,enron_full_085442,text,0,76,2,5,5,10,2
prefuzz,enron_full_085751,text,0,78,3,5,5,15,3
prefuzz,enron_full_086327,text,0,2,0,5,0,0,0
prefuzz,enron_full_087697,text,0,2,0,5,0,0,0
prefuzz,enron_full_088138,text,0,62,1,5,5,5,1
prefuzz,enron_full_088307,text,0,61,1,5,5,5,1
prefuzz,enron_full_088336,text,0,67,1,5,5,5,1
prefuzz,enron_full_089344,text,0,72,2,5,5,10,2
prefuzz,enron_full_089451,text,0,67,2,5,5,10,2
prefuzz,enron_full_090248,text,0,75,3,5,5,15,3
prefuzz,enron_full_091044,text,0,71,2,5,5,10,2
prefuzz,enron_full_091307,text,0,3760,167,5,5,688,453
prefuzz,enron_full_092251,text,0,3,0,5,0,0,0
prefuzz,enron_full_092316,text,0,2,0,5,0,0,0
prefuzz,enron_full_092765,text,0,2,0,5,0,0,0
prefuzz,enron_full_093576,text,0,2,0,5,0,0,0
prefuzz,enron_full_094577,text,0,126,6,5,5,30,6
prefuzz,enron_full_094590,text,0,2,0,5,0,0,0
prefuzz,enron_full_094757,text,0,2,0,5,0,0,0
prefuzz,enron_full_095403,text,0,152,12,5,5,60,12
prefuzz,enron_full_096327,text,0,60,1,5,5,5,1
prefuzz,enron_full_096329,text,0,75,2,5,5,10,2
prefuzz,enron_full_098210,text,0,212,22,5,5,110,22
prefuzz,enron_full_098535,text,0,258,22,5,5,110,22
prefuzz,enron_full_098599,text,0,570,63,5,5,315,63
prefuzz,enron_full_098973,text,0,674,75,5,5,375,75
prefuzz,enron_full_099013,text,0,180,16,5,5,80,16
prefuzz,enron_full_099531,text,0,65,2,5,5,10,2
prefuzz,enron_full_100323,text,0,345,2,5,5,47,39
prefuzz,enron_full_100466,text,0,58,1,5,5,5,1
prefuzz,enron_full_101174,text,0,69,2,5,5,10,2
prefuzz,enron_full_101274,text,0,63,2,5,5,10,2
prefuzz,enron_full_102532,text,0,52,1,5,5,5,1
prefuzz,enron_full_102695,text,0,59,2,5,5,10,2
prefuzz,enron_full_102774,text,0,63,2,5,5,10,2
prefuzz,enron_full_103426,text,0,58,1,5,5,5,1
prefuzz,enron_full_103581,text,0,62,2,5,5,10,2
prefuzz,enron_full_104396,text,0,2,0,5,0,0,0
prefuzz,enron_full_104402,text,0,403,49,5,5,245,49
prefuzz,enron_full_104423,text,0,2,0,5,0,0,0
prefuzz,enron_full_104598,text,0,606,70,5,5,350,70
prefuzz,enron_full_105565,text,0,55,1,5,5,5,1
prefuzz,enron_full_105930,text,0,58,1,5,5,5,1
prefuzz,enron_full_106126,text,0,75,3,5,5,15,3
prefuzz,enron_full_106135,text,0,62,2,5,5,10,2
prefuzz,enron_full_108529,text,0,61,2,5,5,10,2
prefuzz,enron_full_108654,text,0,232,27,5,5,135,27
prefuzz,enron_full_108933,text,0,71,2,5,5,10,2
prefuzz,enron_full_108996,text,0,61,2,5,5,10,2
prefuzz,enron_full_109605,text,0,66,2,5,5,10,2
prefuzz,enron_full_110370,text,0,54,1,5,5,5,1
prefuzz,enron_full_111197,text,0,2,0,5,0,0,0
prefuzz,enron_full_111665,text,0,57,2,5,5,10,2
prefuzz,enron_full_111904,text,0,74,3,5,5,15,3
prefuzz,enron_full_112694,text,0,64,1,5,5,5,1
prefuzz,enron_full_113971,text,0,107,8,5,5,40,8
prefuzz,enron_full_114650,text,0,49,1,5,5,5,1
prefuzz,enron_full_115626,text,0,2,0,5,0,0,0
prefuzz,enron_full_116065,text,0,65,3,5,5,15,3
prefuzz,enron_full_116692,text,0,49,1,5,5,5,1
prefuzz,enron_full_117087,text,0,57,2,5,5,10,2
prefuzz,enron_full_117441,text,0,65,3,5,5,15,3
prefuzz,enron_full_117988,text,0,67,3,5,5,15,3
prefuzz,enron_full_118247,text,0,56,2,5,5,10,2
prefuzz,enron_full_118573,text,0,57,1,5,5,5,1
prefuzz,enron_full_119068,text,0,51,2,5,5,10,2
prefuzz,enron_full_119674,text,0,2,0,5,0,0,0
prefuzz,enron_full_119896,text,0,2,0,5,0,0,0
prefuzz,enron_full_120534,text,0,65,3,5,5,15,3
prefuzz,enron_full_120641,text,0,46,1,5,5,5,1
prefuzz,enron_full_120822,text,0,63,3,5,5,15,3
prefuzz,enron_full_121175,text,0,51,1,5,5,5,1
prefuzz,enron_full_122290,text,0,2,0,5,0,0,0
prefuzz,enron_full_122402,text,0,2,0,5,0,0,0
prefuzz,enron_full_123831,text,0,67,3,5,5,15,3
prefuzz,enron_full_124264,text,0,59,2,5,5,10,2
prefuzz,enron_full_124451,text,0,65,3,5,5,15,3
prefuzz,enron_full_126518,text,0,72,4,5,5,20,4
prefuzz,enron_full_128013,text,0,2,0,5,0,0,0
prefuzz,enron_full_128290,text,0,2,0,5,0,0,0
prefuzz,enron_full_128461,text,0,56,2,5,5,10,2
prefuzz,enron_full_129750,text,0,63,3,5,5,15,3
prefuzz,enron_full_129922,text,0,138,12,5,5,60,12
prefuzz,enron_full_129965,text,0,50,1,5,5,5,1
prefuzz,enron_full_130406,text,0,44,1,5,5,5,1
prefuzz,enron_full_130557,text,0,66,2,5,5,10,2
prefuzz,enron_full_130818,text,0,59,2,5,5,10,2
prefuzz,enron_full_131990,text,0,59,2,5,5,10,2
prefuzz,enron_full_132971,text,0,51,1,5,5,5,1
prefuzz,enron_full_133588,text,0,56,2,5,5,10,2
prefuzz,enron_full_133819,text,0,67,3,5,5,15,3
prefuzz,enron_full_134727,text,0,2,0,5,0,0,0
prefuzz,enron_full_136330,text,0,58,2,5,5,10,2
prefuzz,enron_full_137531,text,0,85,3,5,5,15,3
prefuzz,enron_full_137711,text,0,60,2,5,5,10,2
prefuzz,enron_full_139013,text,0,2,0,5,0,0,0
prefuzz,enron_full_139188,text,0,109,8,5,5,40,8
prefuzz,enron_full_139197,text,0,79,5,5,5,25,5
prefuzz,enron_full_139486,text,0,60,2,5,5,10,2
prefuzz,enron_full_140225,text,0,17,0,5,1,1,1
prefuzz,enron_full_140420,text,0,168,15,5,5,75,15
prefuzz,enron_full_140552,text,0,74,2,5,5,10,2
prefuzz,enron_full_140885,text,0,55,1,5,5,5,1
prefuzz,enron_full_141161,text,0,2,0,5,0,0,0
prefuzz,enron_full_141985,text,0,241,23,5,5,115,23
prefuzz,enron_full_142230,text,0,55,1,5,5,5,1
prefuzz,enron_full_142612,text,0,60,2,5,5,10,2
prefuzz,enron_full_143076,text,0,57,2,5,5,10,2
prefuzz,enron_full_144720,text,0,2,0,5,0,0,0
prefuzz,enron_full_144759,text,0,2,0,5,0,0,0
prefuzz,enron_full_145061,text,0,71,3,5,5,15,3
prefuzz,enron_full_146696,text,0,63,2,5,5,10,2
prefuzz,enron_full_148007,text,0,62,2,5,5,10,2
prefuzz,enron_full_148315,text,0,78,4,5,5,20,4
prefuzz,enron_full_148338,text,0,74,4,5,5,20,4
prefuzz,enron_full_149174,text,0,58,1,5,5,5,1
prefuzz,enron_full_149842,text,0,75,2,5,5,12,4
prefuzz,enron_full_150562,text,0,74,2,5,5,10,2
prefuzz,enron_full_151773,text,0,1,0,5,0,0,0
prefuzz,enron_full_152307,text,0,52,1,5,5,5,1
prefuzz,enron_full_152987,text,0,50,1,5,5,5,1
prefuzz,enron_full_153167,text,0,49,1,5,5,5,1
prefuzz,enron_full_154125,text,0,17,0,5,1,1,1
prefuzz,enron_full_154648,text,0,1,0,5,0,0,0
prefuzz,enron_full_155829,text,0,49,1,5,5,5,1
prefuzz,enron_full_156626,text,0,53,1,5,5,5,1
prefuzz,enron_full_156811,text,0,132,8,5,5,40,8
prefuzz,enron_full_158640,text,0,53,1,5,5,5,1
prefuzz,enron_full_159222,text,0,58,2,5,5,10,2
prefuzz,enron_full_159570,text,0,60,2,5,5,10,2
prefuzz,enron_full_159687,text,0,102,4,5,5,20,4
prefuzz,enron_full_161067,text,0,60,1,5,5,5,1
prefuzz,enron_full_161301,text,0,67,2,5,5,10,2
prefuzz,enron_full_161404,text,0,95,4,5,5,20,4
prefuzz,enron_full_161839,text,0,2,0,5,0,0,0
prefuzz,enron_full_162338,text,0,74,2,5,5,10,2
prefuzz,enron_full_163700,text,0,2,0,5,0,0,0
prefuzz,enron_full_163994,text,0,56,1,5,5,5,1
prefuzz,enron_full_164128,text,0,2,0,5,0,0,0
prefuzz,enron_full_164251,text,0,79,3,5,5,15,3
prefuzz,enron_full_164751,text,0,2,0,5,0,0,0
prefuzz,enron_full_164805,text,0,2,0,5,0,0,0
prefuzz,enron_full_165550,text,0,2,0,5,0,0,0
prefuzz,enron_full_165951,text,0,389,35,5,5,175,35
prefuzz,enron_full_167260,text,0,60,2,5,5,10,2
prefuzz,enron_full_168469,text,0,113,8,5,5,40,8
prefuzz,enron_full_168971,text,0,61,2,5,5,10,2
prefuzz,enron_full_170176,text,0,2,0,5,0,0,0
prefuzz,enron_full_170711,text,0,147,9,5,5,45,9
prefuzz,enron_full_170765,text,0,134,11,5,5,55,11
prefuzz,enron_full_170860,text,0,1,0,5,0,0,0
prefuzz,enron_full_171509,text,0,68,3,5,5,15,3
prefuzz,enron_full_171797,text,0,2,0,5,0,0,0
prefuzz,enron_full_172609,text,0,2,0,5,0,0,0
prefuzz,enron_full_174436,text,0,62,2,5,5,10,2
prefuzz,enron_full_174861,text,0,50,1,5,5,5,1
prefuzz,enron_full_175011,text,0,2,0,5,0,0,0
prefuzz,enron_full_176124,text,0,53,1,5,5,5,1
prefuzz,enron_full_176753,text,0,52,1,5,5,5,1
prefuzz,enron_full_178212,text,0,52,1,5,5,5,1
prefuzz,enron_full_178550,text,0,54,1,5,5,5,1
prefuzz,enron_full_179413,text,0,54,1,5,5,5,1
prefuzz,enron_full_179791,text,0,51,1,5,5,5,1
prefuzz,enron_full_180640,text,0,53,1,5,5,5,1
prefuzz,enron_full_181037,text,0,110,9,5,5,45,9
prefuzz,enron_full_181456,text,0,519,52,5,5,236,55
prefuzz,enron_full_181872,text,0,56,1,5,5,5,1
prefuzz,enron_full_181885,text,0,52,1,5,5,5,1
prefuzz,enron_full_182915,text,0,73,1,5,5,5,1
prefuzz,enron_full_182942,text,0,63,1,5,5,5,1
prefuzz,enron_full_183169,text,0,62,1,5,5,5,1
prefuzz,enron_full_183297,text,0,61,1,5,5,5,1
prefuzz,enron_full_183379,text,0,57,1,5,5,5,1
prefuzz,enron_full_183388,text,0,56,1,5,5,5,1
prefuzz,enron_full_183934,text,0,63,1,5,5,5,1
prefuzz,enron_full_184508,text,0,66,1,5,5,5,1
prefuzz,enron_full_185731,text,0,2,0,5,0,0,0
prefuzz,enron_full_186258,text,0,60,1,5,5,5,1
prefuzz,enron_full_186778,text,0,62,1,5,5,5,1
prefuzz,enron_full_187181,text,0,57,1,5,5,5,1
prefuzz,enron_full_187432,text,0,58,1,5,5,5,1
prefuzz,enron_full_187706,text,0,61,1,5,5,5,1
prefuzz,enron_full_188453,text,0,61,1,5,5,5,1
prefuzz,enron_full_189842,text,0,62,1,5,5,5,1
prefuzz,enron_full_189980,text,0,74,2,5,5,10,2
prefuzz,enron_full_191466,text,0,61,1,5,5,5,1
prefuzz,enron_full_191744,text,0,2,0,5,0,0,0
prefuzz,enron_full_191882,text,0,61,1,5,5,5,1
prefuzz,enron_full_193162,text,0,79,3,5,5,15,3
prefuzz,enron_full_195402,text,0,62,1,5,5,5,1
prefuzz,enron_full_195600,text,0,118,1,5,5,12,8
prefuzz,enron_full_195759,text,0,65,1,5,5,5,1
prefuzz,enron_full_196134,text,0,64,1,5,5,5,1
prefuzz,enron_full_197175,text,0,56,1,5,5,5,1
prefuzz,enron_full_197216,text,0,56,1,5,5,5,1
prefuzz,enron_full_197678,text,0,57,1,5,5,5,1
prefuzz,enron_full_198102,text,0,62,1,5,5,5,1
prefuzz,enron_full_198996,text,0,69,2,5,5,10,2
prefuzz,enron_full_200327,text,0,85,3,5,5,15,3
prefuzz,enron_full_200476,text,0,71,2,5,5,10,2
prefuzz,enron_full_201608,text,0,80,3,5,5,15,3
prefuzz,enron_full_202547,text,0,64,2,5,5,10,2
prefuzz,enron_full_202611,text,0,2,0,5,0,0,0
prefuzz,enron_full_203046,text,0,62,1,5,5,5,1
prefuzz,enron_full_204937,text,0,76,3,5,5,15,3
prefuzz,enron_full_205754,text,0,82,3,5,5,15,3
prefuzz,enron_full_205846,text,0,72,2,5,5,10,2
prefuzz,enron_full_206132,text,0,80,2,5,5,10,2
prefuzz,enron_full_206426,text,0,61,1,5,5,5,1
prefuzz,enron_full_206631,text,0,2,0,5,0,0,0
prefuzz,enron_full_206780,text,0,72,2,5,5,10,2
prefuzz,enron_full_207863,text,0,62,1,5,5,5,1
prefuzz,enron_full_208242,text,0,69,2,5,5,10,2
prefuzz,enron_full_208362,text,0,72,2,5,5,10,2
prefuzz,enron_full_209030,text,0,80,3,5,5,15,3
prefuzz,enron_full_209358,text,0,75,3,5,5,15,3
prefuzz,enron_full_209479,text,0,79,3,5,5,15,3
prefuzz,enron_full_209859,text,0,127,2,5,5,16,8
prefuzz,enron_full_209958,text,0,62,1,5,5,5,1
prefuzz,enron_full_210032,text,0,2,0,5,0,0,0
prefuzz,enron_full_210772,text,0,72,2,5,5,10,2
prefuzz,enron_full_211094,text,0,2,0,5,0,0,0
prefuzz,enron_full_211389,text,0,96,4,5,5,17,4
prefuzz,enron_full_211892,text,0,2,0,5,0,0,0
prefuzz,enron_full_211966,text,0,2,0,5,0,0,0
prefuzz,enron_full_212202,text,0,2,0,5,0,0,0
prefuzz,enron_full_213178,text,0,2,0,5,0,0,0
prefuzz,enron_full_214684,text,0,71,2,5,5,10,2
prefuzz,enron_full_214861,text,0,70,2,5,5,10,2
prefuzz,enron_full_214866,text,0,147,10,5,5,50,10
prefuzz,enron_full_214883,text,0,59,1,5,5,5,1
prefuzz,enron_full_215380,text,0,68,2,5,5,10,2
prefuzz,enron_full_215696,text,0,84,3,5,5,15,3
prefuzz,enron_full_216853,text,0,103,4,5,5,20,4
prefuzz,enron_full_218707,text,0,56,1,5,5,5,1
prefuzz,enron_full_219044,text,0,59,2,5,5,10,2
prefuzz,enron_full_219142,text,0,54,1,5,5,5,1
prefuzz,enron_full_219243,text,0,64,2,5,5,10,2
prefuzz,enron_full_219501,text,0,2,0,5,0,0,0
prefuzz,enron_full_219509,text,0,18,0,5,1,1,1
prefuzz,enron_full_219658,text,0,2,0,5,0,0,0
prefuzz,enron_full_220234,text,0,69,3,5,5,15,3
prefuzz,enron_full_220556,text,0,73,2,5,5,10,2
prefuzz,enron_full_221304,text,0,71,3,5,5,15,3
prefuzz,enron_full_223253,text,0,86,5,5,5,25,5
prefuzz,enron_full_223630,text,0,61,2,5,5,10,2
prefuzz,enron_full_223933,text,0,66,3,5,5,15,3
prefuzz,enron_full_224076,text,0,61,2,5,5,10,2
prefuzz,enron_full_224176,text,0,66,3,5,5,15,3
prefuzz,enron_full_224421,text,0,73,4,5,5,20,4
prefuzz,enron_full_226002,text,0,2,0,5,0,0,0
prefuzz,enron_full_226675,text,0,57,2,5,5,10,2
prefuzz,enron_full_227135,text,0,59,2,5,5,10,2
prefuzz,enron_full_227290,text,0,2,0,5,0,0,0
prefuzz,enron_full_227315,text,0,54,1,5,5,5,1
prefuzz,enron_full_227317,text,0,63,2,5,5,10,2
prefuzz,enron_full_227401,text,0,70,3,5,5,15,3
prefuzz,enron_full_227576,text,0,78,4,5,5,20,4
prefuzz,enron_full_228518,text,0,81,4,5,5,20,4
prefuzz,enron_full_228640,text,0,78,4,5,5,20,4
prefuzz,enron_full_229065,text,0,69,3,5,5,15,3
prefuzz,enron_full_229125,text,0,85,3,5,5,15,3
prefuzz,enron_full_230449,text,0,114,7,5,5,35,7
prefuzz,enron_full_230615,text,0,87,4,5,5,20,4
prefuzz,enron_full_231206,text,0,67,2,5,5,10,2
prefuzz,enron_full_232509,text,0,72,2,5,5,10,2
prefuzz,enron_full_232529,text,0,382,33,5,5,165,33
prefuzz,enron_full_232592,text,0,88,5,5,5,25,5
prefuzz,enron_full_232830,text,0,89,5,5,5,25,5
prefuzz,enron_full_232998,text,0,75,4,5,5,20,4
prefuzz,enron_full_233012,text,0,73,5,5,5,25,5
prefuzz,enron_full_233273,text,0,76,4,5,5,20,4
prefuzz,enron_full_233711,text,0,89,5,5,5,25,5
prefuzz,enron_full_233845,text,0,72,3,5,5,15,3
prefuzz,enron_full_234397,text,0,99,7,5,5,35,7
prefuzz,enron_full_235427,text,0,70,3,5,5,15,3
prefuzz,enron_full_237126,text,0,81,4,5,5,20,4
prefuzz,enron_full_238037,text,0,104,7,5,5,35,7
prefuzz,enron_full_238970,text,0,77,4,5,5,20,4
prefuzz,enron_full_239927,text,0,114,5,5,5,25,5
prefuzz,enron_full_240437,text,0,68,2,5,5,10,2
prefuzz,enron_full_240888,text,0,598,8,5,5,116,68
prefuzz,enron_full_241204,text,0,976,119,5,5,595,119
prefuzz,enron_full_242121,text,0,100,7,5,5,35,7
prefuzz,enron_full_242149,text,0,69,4,5,5,20,4
prefuzz,enron_full_242702,text,0,66,3,5,5,15,3
prefuzz,enron_full_242763,text,0,89,5,5,5,25,5
prefuzz,enron_full_243198,text,0,66,3,5,5,15,3
prefuzz,enron_full_243425,text,0,85,5,5,5,25,5
prefuzz,enron_full_244168,text,0,72,4,5,5,20,4
prefuzz,enron_full_244538,text,0,71,4,5,5,20,4
prefuzz,enron_full_244857,text,0,68,3,5,5,15,3
prefuzz,enron_full_244901,text,0,74,4,5,5,20,4
prefuzz,enron_full_244915,text,0,74,5,5,5,25,5
prefuzz,enron_full_245469,text,0,82,5,5,5,25,5
prefuzz,enron_full_246185,text,0,72,4,5,5,20,4
prefuzz,enron_full_246287,text,0,73,4,5,5,20,4
prefuzz,enron_full_246288,text,0,83,7,5,5,35,7
prefuzz,enron_full_246340,text,0,57,2,5,5,10,2
prefuzz,enron_full_246689,text,0,85,5,5,5,25,5
prefuzz,enron_full_246896,text,0,74,4,5,5,20,4
prefuzz,enron_full_247095,text,0,63,3,5,5,15,3
prefuzz,enron_full_247286,text,0,70,3,5,5,15,3
prefuzz,enron_full_247295,text,0,57,2,5,5,10,2
prefuzz,enron_full_247605,text,0,60,2,5,5,10,2
prefuzz,enron_full_247963,text,0,64,3,5,5,15,3
prefuzz,enron_full_248460,text,0,54,2,5,5,10,2
