id,type,tag_hex
enron_000161,text,6c63a8545ece85ee8abe701d6880ed6d3d05101f1898390b179b61b14d9fdf84
enron_000162,text,f2ef4aef53f144a951e242cfb2cff51a00890ca254ed2b3cd043eabaa5026308
enron_000164,text,4475fbd5e42b938afb05a10b021d336321a8f52f3d4c62964331e6d069933e4d
enron_000165,text,87938571b65abdabffecc9b8a556d4e6161537a955a69edde15c79f7d0e7f6d0
enron_000168,text,749680cb3471876acbb881e90607154ece1dbc2ff439b081ce5ed26f52a36ff3
enron_000170,text,ae1682f2b9c5c62e29ffa7c0133aa53191cf3f8da874df53d9473e5d3012fc59
enron_000171,text,c5c84536cfd3d1bac0c17e0a2c12ebdf3ae66ec09c16cb25df7414787c7298af
enron_000173,text,62288c0fd90b0aacc87d8d9f91bc5c825f8319d200cce891ed83333e9cdd53d2
enron_000174,text,53c5152aa64f0ce312b36ca16d8067ba08d008adb75ae318da6d5bf63db745d4
enron_000175,text,416c9237ebbbfbf11c8e3b7029ee92f28ec65cc34429a21346df4066a6d1ee82
enron_000176,text,728b8cc016e192ecaee4681f2aed6d8c7eb41411753dd791189d8f12d9a4cf0f
enron_000177,text,03421fc9de5b1c0c79cb32d5d7af74999ca6eeaebacc6733b9bcd9449967a85c
enron_000178,text,761e48def3a25adc63365a5116dd811070956317711419102b349117cdf44a47
enron_000179,text,a72c1543fa9cd2c1328ef372af5d360a30af1217f03c6dee29c9089e8d7b8fca
enron_000180,text,a336b0cbdedb88effb33937fbfb4341f6bac6abdb8c4769ac3b109a396bbea1a
enron_000181,text,73f7bacb8e660661b119539d9fa767d8e8e6785cd8552e12df5f1c271cb8e862
enron_000182,text,9484c6c21919b8b9ef0c9f3ebf47633d3182b83e6cd4d678624662162176f2bf
enron_000183,text,30037055da228610dfa530c7e3b1204c30fe6b68752c6a80393eba9aac640565
enron_000184,text,f68093250609bf228871ca652732d451883d3e26a4d58d5459bfe5b8a6fa3228
enron_000186,text,67f39e459e4de86f1836f654f6b4d7b34fbe6afcfc34efbd15ff0e7ba4b36a62
enron_000187,text,ac924efee71cde6d5ffb7cb53f57b4398677ba0f66b169ae7ee69b158a731957
enron_000189,text,20fdf6edd10ff50daef25b6ce2ceaa950142c6bd85ea0613851012c200368a47
enron_000190,text,9b47b809546ad68c72558c373df1c4064afc30f49815fda680911ee770f3728e
enron_000192,text,77ba9ee3b85c86ee1b90f7d91fae332cdff2abf872222732c359c8043d33ab0b
enron_000193,text,f326f848d6e904e8a911b27692bd153a421c2abc9c846dbcc5f50d8e1470dbb9
enron_000194,text,9d5f1a8655823873d6bbf036e3c4a5f0f97df56c359ff1af97eb73a5b3b2bf5c
enron_000195,text,22621a59cf34ebccb9aaa32ab37c5737efbf0d74e0767ab7677e0b351efa1950
enron_000196,text,c9bfd8a8ae8c923d65c15f6b7e6f2a6e5246c6be51ec4036c373f78c38a371e6
enron_000198,text,430a6a157e45f71041fd12f21955aab135e33e56852273b9cbfe04be4c2f6ab2
enron_000199,text,8ef8035cf286798645219be72b86c8f57d294a38f12f97df6370eadd16925578
enron_000200,text,03e0ba2f9d918cffe8f0989da9bcef16ab2cc27d269405b6867acb9f8a3dade1
enron_000201,text,2bf6820b14e7dcc6a89efe3591a751d2dcbe0b86ee016783b5f63e67ea6b1305
enron_000202,text,2f265f79de2fc8a8b991e3fd66fdd517fcbc1a93b64369d9695793179cd97bc0
enron_000204,text,959099acbf11c02fb84286fd06f0d39c8eb13fe2f299376e71f7359b16572cc2
enron_000205,text,97a3a91e7d8c7b36a54157234b4d6ba8a5bb7761ae96e5ce070eb9affbb5fd5d
enron_000206,text,9ebe87ffb08b6e79d67e377d7045d4456f3868657ef9568472217455fe02f6ea
enron_000207,text,93f8d106488b1de8e45e485f78055e15fdcffa36c7ecd76f2a0d5a1821180d4a
enron_000208,text,5775adc1fe4bdbf30a55d46a1f44b9f2ffbdffac578a3e3bcf7cadc9955ed7f3
enron_000209,text,5e6a337436704524ec96ee642f27dd0d424bf100c3fc57506bbc8f0edea9d2da
enron_000210,text,108da2f35747e6583db60c0cf5011913709c76c58a7f5f0ce07d9de77211a84c
enron_000211,text,a90a235bbc9043a9f0a2bf7f2cfbb26e1f42f02162bb5a19b6f1bcee3a8f627b
enron_000212,text,1952b90814e10cccab50967696b0572e4afd2abaa9edfdab9df51db3b6e2663a
enron_000213,text,082d9b9975b97f1296e3cb1b36da93d2ac030ae2a04a2bb7e47e83aac5d56524
enron_000214,text,8c6368288e201ebbaccb495a59ea3c0c45b334da75c47d244317b34a9d9c653b
enron_000219,text,d10659c779acc3d6833a73d52e5374a3e3e3a2ee4bbf620f227b37e010f9135c
enron_000220,text,9d297fc92a89073aea295911929b201e51bf88aafb3d267a62d04d5416f0ab2f
enron_000221,text,a8bd05acbd7846e2fba084193bd00976a8cf31ef15b44f8d740efee2d2ee838d
enron_000222,text,24b5485b6b9b326a8688c011056f159d089698375f12370a83f87e959a1d50f4
enron_000223,text,e29128e65d6206ac4d2fdfc47b08a5bb21c224f4859d12c2ce970271498d54e9
enron_000224,text,c780ebed82b26ce0dd5ecacdc9b0546259cdbdde30ab7bcd78c4b2bc5af7ea13
enron_000225,text,5cd4efdfd42ae8f1bd8457ed7fcc4e2609ad66b1dda7022082979cfc56b589ac
enron_000226,text,153c42803b49bcb2ef3bdf3837c7fb3fbd1a38774834f779fb4f3297097bf79d
enron_000227,text,3f2258b9dce0c4842921d710449b853f499df6bcd4d5543e08f39906dca6d207
enron_000230,text,63f07fdcefafd3d745e86f9f50f551a3225cf32193e6fb4f7ceac445bed03278
enron_000231,text,af204e04916cc8c2481244c7aaa8cfdbaa8dff3139d99d42afb17c6192610146
enron_000232,text,e5d69ce1a0f6213218c46f4f9d0a8993ef95b2b42b5d77b2e41836ed5b80c43d
enron_000234,text,1b52b94914ea906c9b380656b2b0d52f0a9d2abe99e56d0ed5751bb790b250be
enron_000235,text,22e7af4ef57edadaf9a079cca2b5673d60dd53fd2e984bdf49ee96918c2b80e7
enron_000237,text,f3329a8d96e1796d68d1ee46f68013ba2eba7cf5df5bffc253f11dbd59837668
enron_000238,text,9fc343956b74e3b84e3e6439e58555cb8fd6af3ac2a48e61042963415a1a834f
enron_000239,text,8a1fc0d9131ce32efab5f354aa3fa99f19276abf2bff659609f559a12c32cac2
enron_000240,text,da72f90914e17cc96b11847696b1572e4a9f2aba99f5fdaeadf50fefd0e27aa4
enron_000241,text,cb66ffba9f5cdaf3feedb27d3bdfca3de0b04bfdd775775ee6d7f3dfd8dfafd1
enron_000242,text,14048ad7ccd93560e9f84cd9ea9ff935b62c397bc23a01c2cd4498379ed4dfda
enron_000243,text,585ed4595ebabd0723684c5f581fce275cf1caac2c756f37ad36a3f97476e982
enron_000244,text,ae36d9c9dcfcdca8fb5847766ea86e0acba47ab0f9cd732e0fdbd5c59da63896
enron_000245,text,f236b0cde1b07bc5fbd57d65429ea0322a6cb544c3fa2083d82fea892d9d2e80
enron_000248,text,68b1a75dddbfbf98816d18d2a2dcc1ac82fe313496edd92be58b05e61d80993e
enron_000249,text,db3bb9de8a6f7aea75bc4ab1d8fe4e77ffd395389877231e0ffc1befd8ffbc65
enron_000250,text,4c52381465116bc913501d75cb25214137ad97e16f03c87fe86a9556bd26e263
enron_000253,text,2e847633d6987b47754fe196cfddbe1a7aaafcab75656ddd3bfbc9f7eb8bfb7f
enron_000254,text,cb61c4fbeb1f12d7551c2af2c49e23d9b4de4a03a0cbec62dff508d9e97824b8
enron_000255,text,fd3dcaf70b3bf2b7c3363ee363ae84f8e8ef4f2d6a244bf5e5fc3efc1ff47fc3
enron_000256,text,3d891442162c38e1c63c7006173c15c073a9c2129b45c1044270ece3df0106cc
enron_000257,text,25389d1ff31e2a9968b3977a3b10e8bdc25f5e6043807c6c00314c684955512f
enron_000258,text,77b5e5e18d05d986396c5036f367fc796fd4abedb097898dd3b33fac2f92f19d
enron_000259,text,7c6148ae6ffd157cb71c6a1e39778ff4230cf23f979a25b1afc99b36a9f300a9
enron_000260,text,8d3b246fccba8bfdaf6c4b3d25a1cedd53107041eae835b57131a86e80fb48d7
enron_000261,text,65e7372952511d1c4a5040180c9b8c6fcf01a4cf41a52d7643e69467fd1e5010
enron_000265,text,62f2b2ebb20238cdb058d2371ef43d8b0d294aeb1d188d8fef515d2c9e96f702
enron_000267,text,b776ffbf3efcfe8fffbff7cfcffefffeef9b796f9feed57bdedff5fbdf6ffecf
enron_000268,text,6edd603e6b1fbc5c3eee2652fb4e4fa4c1a572ff658c7a4606dcde9e514b2862
enron_000269,text,956ddadb3feddbced5f84027d4c9ba0db840794f3f3ffe9e73518e248b3e8abb
enron_000271,text,cb3d7e5fd3cb7f9cee4e69e21c6dd69adbe3ffd4ffbfec7ccfea667ba1dbebde
enron_000272,text,9b47b809546ad68c72558c373df1c4064afc30f49815fda680911ee770f3728e
enron_000273,text,c96f500dda6ff26cea738076be5df6e549f478360810fd9d72bc1faf00a65f92
enron_000274,text,20cc91ee319941622407b19e3c3236d236679be6fb7b68ea87d686d804e233e9
enron_000275,text,0b0514fbe42eda9c325d285f3df3c4b4dbf8267fc80daf8686183e637871c39d
enron_000276,text,d976f303b2044359107786871121c751271c6f37464476fc61b49d5f20cb1cce
enron_000277,text,ea0bd580195eb7bebe53d390bbdb716c8c74740238cbc5c974667e3e5eda11ee
enron_000278,text,17db8045c5ceac3a9e93fae318a9aaa27ee61219c3418cc76d686959f6b37134
enron_000279,text,6906f2cd4f2f8a4aa09db0da021fb71c269eaa7dc0d977310abdfe8788702ba0
enron_000280,text,61916741fcf8ff2feeb2df5e6a3a6458a4babe85c8ef1269585dab90cdb7a93e
enron_000281,text,e0bf122f9e858f6fd04937bea1de6b03f898166cd552622bd1aafcaeab7f9978
enron_000282,text,b63018ca19eb7952fb7615b48f3eb2b66a446fae0878b321c9e349af83052b40
enron_000284,text,de6e9a7bee1cdbddddffffc7e1ed9ae35ee6eff97afbd0a81fffdfa0bfbd2ddf
enron_000286,text,a8138794cd4358c0bccac1ff57996fc1555a56c926f2fde631cb418f88a6dcb0
enron_000287,text,1224f335f28aa564171381ab9e0c67cc10be8f19d4dbc1e62915b28d6a2dfc70
enron_000289,text,28855d19b79db9aebd842516ec36c5cd4a89eebada67da597fbeddcfa9d52fc8
enron_000290,text,caa612ba46230ef7de0ee046edc514655450567827870cf4581b46e67c678178
enron_000291,text,cc4fcc954d8b86bef1f2ff4f374262f838996c18be87a996339d5b6f7e7731e0
enron_000292,text,652693d9c3fbfebaf7c0db80fa7b7be0d9e6efed72f5ffe655dceefbf637ff9d
enron_000293,text,d5bb2f3cc598ce9984c12ae29379d88b3859c215d30068698741244fe0d98d92
enron_000295,text,82f9b5d979f77fbb16d9cc27a79ff698c237cee2c7feaa9fe24b2c47e8f8e916
enron_000296,text,59f246af53d93be8ce82d1355987d6e3aceedc5dda939e2edcffc87e79b35f25
enron_000297,text,267c01b7938b34de4c5019e1acaded4938e0e3b1a79fd4876628fb678f145863
enron_000298,text,df6f546acb7ce3fccaf997c6af647f116de35566c1c71ad05c21995183e33f29
enron_000299,text,6d15750bf0b80f6eda4ba3af4fcbf4b1f6272288647b5de8b4afbd44e472ed2d
enron_000300,text,80876279762f1ade2de862101347adb4dda73b609ad821798ce56c8f54d82e61
enron_000301,text,a02525b1bcb4b87b6cb11267f9a74473b0aaf2cc13f23699262f64832a1e269f
enron_000302,text,06fc91fa982de08a844b630b32aca4baeee14e3c58e6b4d4e2166e41533ef94a
enron_000303,text,39896421b31ef319bbc4616fbc00c90581d6a936045bfbf2e6a5e126c3871173
enron_000304,text,f634a0139c2ad865872c7841ca48422fdf8a3a32436577b592ab0a45fb5327e7
enron_000306,text,ca3618e1cbad1726a9cbd3ec35725f6c23afacac9fa1767fcc52fd59ce4bb9c3
enron_000307,text,e2fbe1ea32945d6d729e6a0f1cb8cbc5bfde1087f836de3277df6e6efcf376f7
enron_000308,text,a4ca35f048dbade32ee8d48b25dfe5af546e846faad92cfeee9eda6193dec352
enron_000312,text,0ca98b5a2f6e2652e938fd31c6defefbaa473907043705a7a2a8e21d9c8cd7fc
enron_000313,text,718659c573acc2d6a71a05f52a7774a303f3a2a84b9fe02d4a7837e41039935c
enron_000314,text,87713ba4fdbacfee1958d198a8adb323e80df421fb308677fb51165a1c91760d
enron_000315,text,61b7baf8c88a9c4de72dcc61cf486a2cc2acea6dc3711daaa83a0ad4ca5fbedc
enron_000316,text,9f82b30879ead80b567f4fa75b45d5eb10f289307ae557a05b2e906b496cb79c
enron_000319,text,4a852b30c8da99feb2cfdc3da309132129acbfa5122efca69931ad8e0c80be4b
enron_000320,text,2f265f79de2fc8a8b991e3fd66fdd517fcbc1a93b64369d9695793179cd97bc0
enron_000324,text,873e0aab4be4c8d3bc295386ac3416f463e3a0f488143faf58f3b9aa3cffff04
enron_000325,text,775ffdf7efffefc3be7bdfffd5b7f7ffebecebfde5b2ff6f6df6ffdcdf9fedff
enron_000326,text,e528c2e56ad04ef70fec5b037b05f7f76f20d0631f5de25a97508c94f9ff4c61
enron_000327,text,f51f7f3fadff4f9ffcff1f3b3e9cfe3bec5f65cdbfff7abefdfd7bff8b7b37e9
enron_000329,text,93a62ac54a3438c8fcbaf07f2df5b73d43f26ffbfcfcfc785bc589c9c7b2e2c6
enron_000330,text,fbf7f01cc45d1c27d32fc8526bdcaea078e59641d4066a7b63ff4c28d49c97e5
enron_000331,text,fff5fa6dca8075ab2f64fc5663fac1f3a8db397ecbe7a1b8bb3cb36cacf7ce71
enron_000332,text,09e7a4580af79fd82469024b9e10d5027a95a754ad64fbaf707dc4882675ea93
enron_000333,text,f82bec8917931f7f814f7c37b7f199b3d2fe34a9de2d325dee9edee6b1e5661f
enron_000334,text,a0d327fdc0a328bc3adca561c395a6438408bdeb401a2af37b7eb1a984c09f8b
enron_000335,text,05a499379badeba0d1a61d694d5d2a53a41c8d4356d16acbeaf75cbfaba7f7b4
enron_000337,text,abcd501a806c666cdd8650b216a81d613b3b0dbfe1447ced9b9518e01db74e8c
enron_000339,text,3528d961017898e36a09883f605e012531875b4756de8e87f28dd9cdcdb43b33
enron_000340,text,f794e6a1e5cf5366f455167b8f55e7197390a57d20b1530dddfba94d0033484c
enron_000341,text,af268e8285a2db4d65072fdad282d67548c96c882f288f35bad0a258aa5b7855
enron_000342,text,b324e04418ee2e9c2f7a9fffaf7496af7db773bf132c7f6d47f7356530c7b6bc
enron_000345,text,b7c2b918d06742ed1bc98554b734672f4bad4bb8fc3f7ccf37b75880b3303324
enron_000346,text,300c9b78c79837678e971656033f34aff4314ce29bf19d6e7c4130d226e58ab5
enron_000347,text,7559e545c15114fcff75c414209b370fc14570d5fc1379bd55f1dca7f2c08cfa
enron_000348,text,1a649968afafd3cea3c3aa182810d346cc3140d33f163cacf9f7da3cabd78859
enron_000349,text,7a29f02636b42a641032e4a7d4f8d8f73fc9a049ad1f95e5e9ce07ca13dd5e59
enron_000350,text,2e1d8dd6a69f8fda44033ef130a6a593c4235db0d0281a91209d2b4eeedf930a
enron_000351,text,8063aa6d963b6cedb978d268b6a013292d5b7099544dd9ae15e3bede19c5a2d3
