strategy,query_id,type,repeat,latency_us,candidate_count,filter_queries,inverted_lookups,posting_records_read,full_tag_distance_computations
prefuzz,enron_027795,text,2,52,1,6,6,6,1
prefuzz,enron_027801,text,2,55,1,6,6,6,1
prefuzz,enron_027813,text,2,2,0,6,0,0,0
prefuzz,enron_027853,text,2,2,0,6,0,0,0
prefuzz,enron_027855,text,2,2,0,6,0,0,0
prefuzz,enron_027894,text,2,2,0,6,0,0,0
prefuzz,enron_027921,text,2,2,0,6,0,0,0
prefuzz,enron_028021,text,2,2,0,6,0,0,0
prefuzz,enron_028065,text,2,397,37,6,4,170,67
prefuzz,enron_028073,text,2,2,0,6,0,0,0
prefuzz,enron_028149,text,2,71,2,6,6,12,2
prefuzz,enron_028189,text,2,2,0,6,0,0,0
prefuzz,enron_028259,text,2,76,2,6,6,14,4
prefuzz,enron_028314,text,2,2,0,6,0,0,0
prefuzz,enron_028332,text,2,2,0,6,0,0,0
prefuzz,enron_028418,text,2,2,0,6,0,0,0
prefuzz,enron_028452,text,2,2,0,6,0,0,0
prefuzz,enron_028501,text,2,2,0,6,0,0,0
prefuzz,enron_028544,text,2,2,0,6,0,0,0
prefuzz,enron_028551,text,2,55,1,6,6,6,1
prefuzz,enron_028592,text,2,58,2,6,6,12,2
prefuzz,enron_028599,text,2,2,0,6,0,0,0
prefuzz,enron_028684,text,2,2,0,6,0,0,0
prefuzz,enron_028712,text,2,2,0,6,0,0,0
prefuzz,enron_028790,text,2,2,0,6,0,0,0
prefuzz,enron_028933,text,2,2,0,6,0,0,0
prefuzz,enron_028949,text,2,2,0,6,0,0,0
prefuzz,enron_029140,text,2,2,0,6,0,0,0
prefuzz,enron_029284,text,2,2,0,6,0,0,0
prefuzz,enron_029292,text,2,1,0,6,0,0,0
prefuzz,enron_029303,text,2,18,0,6,1,2,2
prefuzz,enron_029326,text,2,2,0,6,0,0,0
prefuzz,enron_029343,text,2,2,0,6,0,0,0
prefuzz,enron_029358,text,2,260,0,6,2,82,50
prefuzz,enron_029435,text,2,44,0,6,3,4,4
prefuzz,enron_029440,text,2,2,0,6,0,0,0
prefuzz,enron_029582,text,2,2,0,6,0,0,0
prefuzz,enron_029587,text,2,2,0,6,0,0,0
prefuzz,enron_029601,text,2,2,0,6,0,0,0
prefuzz,enron_029626,text,2,2,0,6,0,0,0
prefuzz,enron_029714,text,2,2,0,6,0,0,0
prefuzz,enron_029744,text,2,2,0,6,0,0,0
prefuzz,enron_029756,text,2,2,0,6,0,0,0
prefuzz,enron_029957,text,2,2,0,6,0,0,0
prefuzz,enron_029977,text,2,2,0,6,0,0,0
prefuzz,enron_030015,text,2,2,0,6,0,0,0
prefuzz,enron_030021,text,2,2,0,6,0,0,0
prefuzz,enron_030053,text,2,56,1,6,6,6,1
prefuzz,enron_030071,text,2,2,0,6,0,0,0
prefuzz,enron_030106,text,2,2,0,6,0,0,0
prefuzz,enron_030167,text,2,3,0,6,0,0,0
prefuzz,enron_030195,text,2,2,0,6,0,0,0
prefuzz,enron_030353,text,2,2,0,6,0,0,0
prefuzz,enron_030406,text,2,2,0,6,0,0,0
prefuzz,enron_030469,text,2,2,0,6,0,0,0
prefuzz,enron_030509,text,2,2,0,6,0,0,0
prefuzz,enron_030574,text,2,54,1,6,6,6,1
prefuzz,enron_030621,text,2,2,0,6,0,0,0
prefuzz,enron_030675,text,2,2,0,6,0,0,0
prefuzz,enron_030703,text,2,2,0,6,0,0,0
prefuzz,enron_030708,text,2,2,0,6,0,0,0
prefuzz,enron_030749,text,2,56,1,6,6,6,1
prefuzz,enron_030755,text,2,54,1,6,6,6,1
prefuzz,enron_030796,text,2,2,0,6,0,0,0
prefuzz,enron_030799,text,2,51,1,6,6,6,1
prefuzz,enron_030904,text,2,52,1,6,6,6,1
prefuzz,enron_030954,text,2,26,0,6,1,1,1
prefuzz,enron_030969,text,2,2,0,6,0,0,0
prefuzz,enron_031002,text,2,2,0,6,0,0,0
prefuzz,enron_031003,text,2,2,0,6,0,0,0
prefuzz,enron_031069,text,2,2,0,6,0,0,0
prefuzz,enron_031072,text,2,2,0,6,0,0,0
prefuzz,enron_031227,text,2,51,1,6,6,6,1
prefuzz,enron_031316,text,2,2,0,6,0,0,0
prefuzz,enron_031341,text,2,53,1,6,6,6,1
prefuzz,enron_031495,text,2,2,0,6,0,0,0
prefuzz,enron_031502,text,2,62,2,6,6,12,2
prefuzz,enron_031545,text,2,2,0,6,0,0,0
prefuzz,enron_031740,text,2,2,0,6,0,0,0
prefuzz,enron_031836,text,2,2,0,6,0,0,0
prefuzz,enron_031851,text,2,51,1,6,6,6,1
prefuzz,enron_031896,text,2,2,0,6,0,0,0
prefuzz,enron_031972,text,2,2,0,6,0,0,0
prefuzz,enron_031985,text,2,2,0,6,0,0,0
prefuzz,enron_032000,text,2,53,1,6,6,6,1
prefuzz,enron_032025,text,2,2,0,6,0,0,0
prefuzz,enron_032156,text,2,2,0,6,0,0,0
prefuzz,enron_032177,text,2,2,0,6,0,0,0
prefuzz,enron_032254,text,2,2,0,6,0,0,0
prefuzz,enron_032256,text,2,51,1,6,6,6,1
prefuzz,enron_032283,text,2,2,0,6,0,0,0
prefuzz,enron_032301,text,2,55,1,6,6,6,1
prefuzz,enron_032323,text,2,2,0,6,0,0,0
prefuzz,enron_032328,text,2,2,0,6,0,0,0
prefuzz,enron_032361,text,2,2,0,6,0,0,0
prefuzz,enron_032475,text,2,20,0,6,1,2,2
prefuzz,enron_032513,text,2,2,0,6,0,0,0
prefuzz,enron_032520,text,2,92,6,6,6,36,6
prefuzz,enron_032561,text,2,2,0,6,0,0,0
prefuzz,enron_032572,text,2,2,0,6,0,0,0
prefuzz,enron_032655,text,2,50,1,6,6,6,1
prefuzz,enron_032664,text,2,2,0,6,0,0,0
prefuzz,enron_032718,text,2,2,0,6,0,0,0
prefuzz,enron_032757,text,2,2,0,6,0,0,0
prefuzz,enron_032837,text,2,53,1,6,6,6,1
prefuzz,enron_032876,text,2,2,0,6,0,0,0
prefuzz,enron_032885,text,2,2,0,6,0,0,0
prefuzz,enron_032918,text,2,2,0,6,0,0,0
prefuzz,enron_033017,text,2,2,0,6,0,0,0
prefuzz,enron_033023,text,2,2,0,6,0,0,0
prefuzz,enron_033047,text,2,2,0,6,0,0,0
prefuzz,enron_033067,text,2,2,0,6,0,0,0
prefuzz,enron_033111,text,2,2,0,6,0,0,0
prefuzz,enron_033131,text,2,2,0,6,0,0,0
prefuzz,enron_033149,text,2,2,0,6,0,0,0
prefuzz,enron_033246,text,2,2,0,6,0,0,0
prefuzz,enron_033341,text,2,1,0,6,0,0,0
prefuzz,enron_033436,text,2,2,0,6,0,0,0
prefuzz,enron_033496,text,2,2,0,6,0,0,0
prefuzz,enron_033536,text,2,53,1,6,6,6,1
prefuzz,enron_033597,text,2,2,0,6,0,0,0
prefuzz,enron_033599,text,2,52,1,6,6,6,1
prefuzz,enron_033696,text,2,3,0,6,0,0,0
prefuzz,enron_033761,text,2,2,0,6,0,0,0
prefuzz,enron_033762,text,2,2,0,6,0,0,0
prefuzz,enron_033833,text,2,2,0,6,0,0,0
prefuzz,enron_033889,text,2,2,0,6,0,0,0
prefuzz,enron_033950,text,2,2,0,6,0,0,0
prefuzz,enron_033967,text,2,181,16,6,6,96,16
prefuzz,enron_033992,text,2,2,0,6,0,0,0
prefuzz,enron_034195,text,2,2,0,6,0,0,0
prefuzz,enron_034281,text,2,2,0,6,0,0,0
prefuzz,enron_034325,text,2,2,0,6,0,0,0
prefuzz,enron_034395,text,2,2,0,6,0,0,0
prefuzz,enron_034444,text,2,2,0,6,0,0,0
prefuzz,enron_034473,text,2,53,1,6,6,6,1
prefuzz,enron_034494,text,2,2,0,6,0,0,0
prefuzz,enron_034629,text,2,53,1,6,6,6,1
prefuzz,enron_034671,text,2,2,0,6,0,0,0
prefuzz,enron_034682,text,2,62,2,6,6,12,2
prefuzz,enron_034729,text,2,2,0,6,0,0,0
prefuzz,enron_034733,text,2,2,0,6,0,0,0
prefuzz,enron_034755,text,2,2,0,6,0,0,0
prefuzz,enron_034814,text,2,2,0,6,0,0,0
prefuzz,enron_034945,text,2,2,0,6,0,0,0
prefuzz,enron_034959,text,2,2,0,6,0,0,0
prefuzz,enron_034995,text,2,63,2,6,6,12,2
prefuzz,enron_035012,text,2,10,0,6,1,0,0
prefuzz,enron_035035,text,2,2,0,6,0,0,0
prefuzz,enron_035042,text,2,2,0,6,0,0,0
prefuzz,enron_035178,text,2,2,0,6,0,0,0
prefuzz,enron_035204,text,2,2,0,6,0,0,0
prefuzz,enron_035234,text,2,2,0,6,0,0,0
prefuzz,enron_035285,text,2,2,0,6,0,0,0
prefuzz,enron_035319,text,2,2,0,6,0,0,0
prefuzz,enron_035330,text,2,2,0,6,0,0,0
prefuzz,enron_035396,text,2,2,0,6,0,0,0
prefuzz,enron_035409,text,2,53,1,6,6,6,1
prefuzz,enron_035423,text,2,2,0,6,0,0,0
prefuzz,enron_035491,text,2,55,1,6,6,6,1
prefuzz,enron_035509,text,2,2,0,6,0,0,0
prefuzz,enron_035517,text,2,2,0,6,0,0,0
prefuzz,enron_035624,text,2,2,0,6,0,0,0
prefuzz,enron_035707,text,2,2,0,6,0,0,0
prefuzz,enron_035733,text,2,2,0,6,0,0,0
prefuzz,enron_035769,text,2,2,0,6,0,0,0
prefuzz,enron_035796,text,2,109,8,6,6,48,8
prefuzz,enron_035815,text,2,2,0,6,0,0,0
prefuzz,enron_035867,text,2,2,0,6,0,0,0
prefuzz,enron_035931,text,2,2,0,6,0,0,0
prefuzz,enron_035982,text,2,2,0,6,0,0,0
prefuzz,enron_036008,text,2,2,0,6,0,0,0
prefuzz,enron_036076,text,2,2,0,6,0,0,0
prefuzz,enron_036193,text,2,2,0,6,0,0,0
prefuzz,enron_036195,text,2,2,0,6,0,0,0
prefuzz,enron_036209,text,2,53,1,6,6,6,1
prefuzz,enron_036280,text,2,2,0,6,0,0,0
prefuzz,enron_036298,text,2,2,0,6,0,0,0
prefuzz,enron_036325,text,2,2,0,6,0,0,0
prefuzz,enron_036389,text,2,2,0,6,0,0,0
prefuzz,enron_036475,text,2,54,1,6,6,6,1
prefuzz,enron_036504,text,2,2,0,6,0,0,0
prefuzz,enron_036537,text,2,2,0,6,0,0,0
prefuzz,enron_036562,text,2,2,0,6,0,0,0
prefuzz,enron_036567,text,2,2,0,6,0,0,0
prefuzz,enron_036666,text,2,2,0,6,0,0,0
prefuzz,enron_036672,text,2,2,0,6,0,0,0
prefuzz,enron_036686,text,2,2,0,6,0,0,0
prefuzz,enron_036700,text,2,2,0,6,0,0,0
prefuzz,enron_036723,text,2,2,0,6,0,0,0
prefuzz,enron_036737,text,2,2,0,6,0,0,0
prefuzz,enron_036758,text,2,2,0,6,0,0,0
prefuzz,enron_036788,text,2,2,0,6,0,0,0
prefuzz,enron_036793,text,2,2,0,6,0,0,0
prefuzz,enron_036870,text,2,2,0,6,0,0,0
prefuzz,enron_036880,text,2,2,0,6,0,0,0
prefuzz,enron_036957,text,2,2,0,6,0,0,0
prefuzz,enron_036982,text,2,2,0,6,0,0,0
prefuzz,enron_037012,text,2,2,0,6,0,0,0
prefuzz,enron_037028,text,2,2,0,6,0,0,0
prefuzz,enron_037035,text,2,2,0,6,0,0,0
prefuzz,enron_037106,text,2,2,0,6,0,0,0
prefuzz,enron_037135,text,2,2,0,6,0,0,0
prefuzz,enron_037159,text,2,2,0,6,0,0,0
prefuzz,enron_037213,text,2,2,0,6,0,0,0
prefuzz,enron_037268,text,2,2,0,6,0,0,0
prefuzz,enron_037317,text,2,2,0,6,0,0,0
prefuzz,enron_037475,text,2,2,0,6,0,0,0
prefuzz,enron_037622,text,2,56,1,6,6,6,1
prefuzz,enron_037638,text,2,2,0,6,0,0,0
prefuzz,enron_037686,text,2,2,0,6,0,0,0
prefuzz,enron_037729,text,2,2,0,6,0,0,0
prefuzz,enron_037856,text,2,2,0,6,0,0,0
prefuzz,enron_037873,text,2,2,0,6,0,0,0
prefuzz,enron_037899,text,2,52,1,6,6,6,1
prefuzz,enron_038080,text,2,2,0,6,0,0,0
prefuzz,enron_038087,text,2,1,0,6,0,0,0
prefuzz,enron_038088,text,2,2,0,6,0,0,0
prefuzz,enron_038091,text,2,2,0,6,0,0,0
prefuzz,enron_038100,text,2,2,0,6,0,0,0
prefuzz,enron_038176,text,2,2,0,6,0,0,0
prefuzz,enron_038248,text,2,62,1,6,6,6,1
prefuzz,enron_038336,text,2,61,2,6,6,12,2
prefuzz,enron_038346,text,2,100,7,6,6,42,7
prefuzz,enron_038351,text,2,69,3,6,6,18,3
prefuzz,enron_038405,text,2,2,0,6,0,0,0
prefuzz,enron_038428,text,2,2,0,6,0,0,0
prefuzz,enron_038655,text,2,2,0,6,0,0,0
prefuzz,enron_038660,text,2,2,0,6,0,0,0
prefuzz,enron_038727,text,2,2,0,6,0,0,0
prefuzz,enron_038738,text,2,2,0,6,0,0,0
prefuzz,enron_038847,text,2,2,0,6,0,0,0
prefuzz,enron_038854,text,2,2,0,6,0,0,0
prefuzz,enron_038888,text,2,2,0,6,0,0,0
prefuzz,enron_038981,text,2,52,1,6,6,6,1
prefuzz,enron_039020,text,2,2,0,6,0,0,0
prefuzz,enron_039031,text,2,2,0,6,0,0,0
prefuzz,enron_039054,text,2,2,0,6,0,0,0
prefuzz,enron_039164,text,2,2,0,6,0,0,0
prefuzz,enron_039187,text,2,9,0,6,1,0,0
prefuzz,enron_039206,text,2,2,0,6,0,0,0
prefuzz,enron_039229,text,2,50,1,6,6,6,1
prefuzz,enron_039305,text,2,2,0,6,0,0,0
prefuzz,enron_039347,text,2,2,0,6,0,0,0
prefuzz,enron_039355,text,2,2,0,6,0,0,0
prefuzz,enron_039682,text,2,2,0,6,0,0,0
prefuzz,enron_039777,text,2,2,0,6,0,0,0
prefuzz,enron_039819,text,2,2,0,6,0,0,0
prefuzz,enron_039960,text,2,2,0,6,0,0,0
prefuzz,enron_040147,text,2,2,0,6,0,0,0
prefuzz,enron_040174,text,2,2,0,6,0,0,0
prefuzz,enron_040273,text,2,51,1,6,6,6,1
prefuzz,enron_040559,text,2,2,0,6,0,0,0
prefuzz,enron_040572,text,2,2,0,6,0,0,0
prefuzz,enron_040828,text,2,2,0,6,0,0,0
prefuzz,enron_040838,text,2,2,0,6,0,0,0
prefuzz,enron_040874,text,2,63,3,6,6,18,3
prefuzz,enron_040876,text,2,2,0,6,0,0,0
prefuzz,enron_040905,text,2,61,2,6,6,12,2
prefuzz,enron_040934,text,2,2,0,6,0,0,0
prefuzz,enron_040949,text,2,2,0,6,0,0,0
prefuzz,enron_040963,text,2,2,0,6,0,0,0
prefuzz,enron_041006,text,2,54,1,6,6,6,1
prefuzz,enron_041010,text,2,2,0,6,0,0,0
prefuzz,enron_041072,text,2,2,0,6,0,0,0
prefuzz,enron_041106,text,2,3,0,6,0,0,0
prefuzz,enron_041133,text,2,2,0,6,0,0,0
prefuzz,enron_041153,text,2,2,0,6,0,0,0
prefuzz,enron_041186,text,2,2,0,6,0,0,0
prefuzz,enron_041354,text,2,52,1,6,6,6,1
prefuzz,enron_041483,text,2,2,0,6,0,0,0
prefuzz,enron_041524,text,2,2,0,6,0,0,0
prefuzz,enron_041603,text,2,2,0,6,0,0,0
prefuzz,enron_041616,text,2,2,0,6,0,0,0
prefuzz,enron_041737,text,2,40,1,6,6,6,1
prefuzz,enron_041739,text,2,2,0,6,0,0,0
prefuzz,enron_041742,text,2,53,1,6,6,6,1
prefuzz,enron_041764,text,2,2,0,6,0,0,0
prefuzz,enron_041816,text,2,2,0,6,0,0,0
prefuzz,enron_041818,text,2,2,0,6,0,0,0
prefuzz,enron_041825,text,2,2,0,6,0,0,0
prefuzz,enron_041843,text,2,2,0,6,0,0,0
prefuzz,enron_041931,text,2,2,0,6,0,0,0
prefuzz,enron_041952,text,2,2,0,6,0,0,0
prefuzz,enron_041966,text,2,2,0,6,0,0,0
prefuzz,enron_042029,text,2,2,0,6,0,0,0
prefuzz,enron_042035,text,2,2,0,6,0,0,0
prefuzz,enron_042051,text,2,2,0,6,0,0,0
prefuzz,enron_042055,text,2,2,0,6,0,0,0
prefuzz,enron_042068,text,2,2,0,6,0,0,0
prefuzz,enron_042083,text,2,2,0,6,0,0,0
prefuzz,enron_042145,text,2,2,0,6,0,0,0
prefuzz,enron_042162,text,2,2,0,6,0,0,0
prefuzz,enron_042255,text,2,2,0,6,0,0,0
prefuzz,enron_042297,text,2,2,0,6,0,0,0
prefuzz,enron_042334,text,2,2,0,6,0,0,0
prefuzz,enron_042399,text,2,2,0,6,0,0,0
prefuzz,enron_042429,text,2,2,0,6,0,0,0
prefuzz,enron_042431,text,2,2,0,6,0,0,0
prefuzz,enron_042495,text,2,2,0,6,0,0,0
prefuzz,enron_042524,text,2,2,0,6,0,0,0
prefuzz,enron_042534,text,2,69,2,6,6,12,2
prefuzz,enron_042545,text,2,55,1,6,6,6,1
prefuzz,enron_042561,text,2,2,0,6,0,0,0
prefuzz,enron_042686,text,2,2,0,6,0,0,0
prefuzz,enron_042722,text,2,482,38,6,5,170,69
prefuzz,enron_042734,text,2,2,0,6,0,0,0
prefuzz,enron_042795,text,2,2,0,6,0,0,0
prefuzz,enron_042830,text,2,1,0,6,0,0,0
prefuzz,enron_042986,text,2,49,1,6,6,6,1
prefuzz,enron_043088,text,2,2,0,6,0,0,0
prefuzz,enron_043106,text,2,1,0,6,0,0,0
prefuzz,enron_043141,text,2,2,0,6,0,0,0
prefuzz,enron_043148,text,2,1,0,6,0,0,0
prefuzz,enron_043208,text,2,1,0,6,0,0,0
prefuzz,enron_043256,text,2,2,0,6,0,0,0
prefuzz,enron_043356,text,2,2,0,6,0,0,0
prefuzz,enron_043361,text,2,2,0,6,0,0,0
prefuzz,enron_043417,text,2,2,0,6,0,0,0
prefuzz,enron_043435,text,2,2,0,6,0,0,0
prefuzz,enron_043489,text,2,2,0,6,0,0,0
prefuzz,enron_043506,text,2,1,0,6,0,0,0
prefuzz,enron_043699,text,2,1,0,6,0,0,0
prefuzz,enron_043735,text,2,1,0,6,0,0,0
prefuzz,enron_043806,text,2,2,0,6,0,0,0
prefuzz,enron_043808,text,2,1,0,6,0,0,0
prefuzz,enron_043864,text,2,2,0,6,0,0,0
prefuzz,enron_043945,text,2,2,0,6,0,0,0
prefuzz,enron_044106,text,2,1,0,6,0,0,0
prefuzz,enron_044121,text,2,2,0,6,0,0,0
prefuzz,enron_044166,text,2,2,0,6,0,0,0
prefuzz,enron_044240,text,2,2,0,6,0,0,0
prefuzz,enron_044265,text,2,2,0,6,0,0,0
prefuzz,enron_044398,text,2,1,0,6,0,0,0
prefuzz,enron_044503,text,2,2,0,6,0,0,0
prefuzz,enron_044508,text,2,52,1,6,6,7,2
prefuzz,enron_044520,text,2,2,0,6,0,0,0
prefuzz,enron_044533,text,2,2,0,6,0,0,0
prefuzz,enron_044536,text,2,48,1,6,6,6,1
prefuzz,enron_044557,text,2,1,0,6,0,0,0
prefuzz,enron_044587,text,2,2,0,6,0,0,0
prefuzz,enron_044625,text,2,49,1,6,6,6,1
prefuzz,enron_044706,text,2,45,1,6,6,6,1
prefuzz,enron_044724,text,2,2,0,6,0,0,0
prefuzz,enron_044796,text,2,2,0,6,0,0,0
prefuzz,enron_044802,text,2,2,0,6,0,0,0
prefuzz,enron_044825,text,2,1,0,6,0,0,0
prefuzz,enron_044841,text,2,2,0,6,0,0,0
prefuzz,enron_044903,text,2,1,0,6,0,0,0
prefuzz,enron_044947,text,2,1,0,6,0,0,0
prefuzz,enron_044998,text,2,2,0,6,0,0,0
prefuzz,enron_045032,text,2,2,0,6,0,0,0
prefuzz,enron_045106,text,2,47,1,6,6,6,1
prefuzz,enron_045148,text,2,8,0,6,0,0,0
prefuzz,enron_045150,text,2,49,1,6,6,6,1
prefuzz,enron_045157,text,2,1,0,6,0,0,0
prefuzz,enron_045273,text,2,1,0,6,0,0,0
prefuzz,enron_045316,text,2,2,0,6,0,0,0
prefuzz,enron_045343,text,2,1,0,6,0,0,0
prefuzz,enron_045380,text,2,1,0,6,0,0,0
prefuzz,enron_045588,text,2,2,0,6,0,0,0
prefuzz,enron_045604,text,2,1,0,6,0,0,0
prefuzz,enron_045685,text,2,63,4,6,6,24,4
prefuzz,enron_045688,text,2,2,0,6,0,0,0
prefuzz,enron_045734,text,2,2,0,6,0,0,0
prefuzz,enron_045775,text,2,1,0,6,0,0,0
prefuzz,enron_045845,text,2,1,0,6,0,0,0
prefuzz,enron_045930,text,2,1,0,6,0,0,0
prefuzz,enron_045995,text,2,1,0,6,0,0,0
prefuzz,enron_046002,text,2,1,0,6,0,0,0
prefuzz,enron_046011,text,2,2,0,6,0,0,0
prefuzz,enron_046065,text,2,87,7,6,6,42,7
prefuzz,enron_046108,text,2,1,0,6,0,0,0
prefuzz,enron_046110,text,2,2,0,6,0,0,0
prefuzz,enron_046179,text,2,1,0,6,0,0,0
prefuzz,enron_046189,text,2,1,0,6,0,0,0
prefuzz,enron_046194,text,2,1,0,6,0,0,0
prefuzz,enron_046236,text,2,1,0,6,0,0,0
prefuzz,enron_046249,text,2,2,0,6,0,0,0
prefuzz,enron_046256,text,2,47,1,6,6,6,1
prefuzz,enron_046315,text,2,2,0,6,0,0,0
prefuzz,enron_046350,text,2,2,0,6,0,0,0
prefuzz,enron_046435,text,2,1,0,6,0,0,0
prefuzz,enron_046509,text,2,2,0,6,0,0,0
prefuzz,enron_046512,text,2,2,0,6,0,0,0
prefuzz,enron_046543,text,2,1,0,6,0,0,0
prefuzz,enron_046568,text,2,2,0,6,0,0,0
prefuzz,enron_046581,text,2,2,0,6,0,0,0
prefuzz,enron_046658,text,2,2,0,6,0,0,0
prefuzz,enron_046708,text,2,2,0,6,0,0,0
prefuzz,enron_046713,text,2,1,0,6,0,0,0
prefuzz,enron_046786,text,2,2,0,6,0,0,0
prefuzz,enron_046830,text,2,1,0,6,0,0,0
prefuzz,enron_046852,text,2,45,1,6,6,6,1
prefuzz,enron_046859,text,2,2,0,6,0,0,0
prefuzz,enron_046868,text,2,2,0,6,0,0,0
prefuzz,enron_046920,text,2,45,1,6,6,6,1
prefuzz,enron_047046,text,2,2,0,6,0,0,0
prefuzz,enron_047076,text,2,2,0,6,0,0,0
prefuzz,enron_047089,text,2,46,1,6,6,6,1
prefuzz,enron_047156,text,2,1,0,6,0,0,0
prefuzz,enron_047174,text,2,47,1,6,6,6,1
prefuzz,enron_047209,text,2,2,0,6,0,0,0
prefuzz,enron_047360,text,2,1,0,6,0,0,0
prefuzz,enron_047383,text,2,48,1,6,6,6,1
prefuzz,enron_047431,text,2,2,0,6,0,0,0
prefuzz,enron_047443,text,2,1,0,6,0,0,0
prefuzz,enron_047592,text,2,1,0,6,0,0,0
prefuzz,enron_047594,text,2,1,0,6,0,0,0
prefuzz,enron_047612,text,2,2,0,6,0,0,0
prefuzz,enron_047761,text,2,2,0,6,0,0,0
prefuzz,enron_047776,text,2,1,0,6,0,0,0
prefuzz,enron_047895,text,2,2,0,6,0,0,0
prefuzz,enron_047967,text,2,1,0,6,0,0,0
prefuzz,enron_048077,text,2,1,0,6,0,0,0
prefuzz,enron_048211,text,2,41,1,6,6,6,1
prefuzz,enron_048326,text,2,1,0,6,0,0,0
prefuzz,enron_048389,text,2,45,1,6,6,6,1
prefuzz,enron_048421,text,2,1,0,6,0,0,0
prefuzz,enron_048445,text,2,2,0,6,0,0,0
prefuzz,enron_048499,text,2,1,0,6,0,0,0
prefuzz,enron_048522,text,2,1,0,6,0,0,0
prefuzz,enron_048565,text,2,1,0,6,0,0,0
prefuzz,enron_048570,text,2,1,0,6,0,0,0
prefuzz,enron_048576,text,2,2,0,6,0,0,0
prefuzz,enron_048623,text,2,2,0,6,0,0,0
prefuzz,enron_048664,text,2,1,0,6,0,0,0
prefuzz,enron_048707,text,2,110,10,6,6,60,10
prefuzz,enron_048715,text,2,62,3,6,6,18,3
prefuzz,enron_048779,text,2,2,0,6,0,0,0
prefuzz,enron_048806,text,2,1,0,6,0,0,0
prefuzz,enron_048863,text,2,1,0,6,0,0,0
prefuzz,enron_048888,text,2,2,0,6,0,0,0
prefuzz,enron_048962,text,2,1,0,6,0,0,0
prefuzz,enron_049057,text,2,1,0,6,0,0,0
prefuzz,enron_049092,text,2,1,0,6,0,0,0
prefuzz,enron_049164,text,2,2,0,6,0,0,0
prefuzz,enron_049177,text,2,2,0,6,0,0,0
prefuzz,enron_049232,text,2,2,0,6,0,0,0
prefuzz,enron_049405,text,2,1,0,6,0,0,0
prefuzz,enron_049417,text,2,47,1,6,6,6,1
prefuzz,enron_049467,text,2,2,0,6,0,0,0
prefuzz,enron_049568,text,2,2,0,6,0,0,0
prefuzz,enron_049581,text,2,2,0,6,0,0,0
prefuzz,enron_049607,text,2,8,0,6,0,0,0
prefuzz,enron_049622,text,2,2,0,6,0,0,0
prefuzz,enron_049758,text,2,1,0,6,0,0,0
prefuzz,enron_049818,text,2,46,1,6,6,6,1
prefuzz,enron_049842,text,2,82,7,6,6,42,7
prefuzz,enron_049851,text,2,1,0,6,0,0,0
prefuzz,enron_049953,text,2,1,0,6,0,0,0
prefuzz,enron_050002,text,2,218,22,6,6,127,31
prefuzz,enron_050061,text,2,1,0,6,0,0,0
prefuzz,enron_050129,text,2,1,0,6,0,0,0
prefuzz,enron_050223,text,2,1,0,6,0,0,0
prefuzz,enron_050299,text,2,1,0,6,0,0,0
prefuzz,enron_050431,text,2,1,0,6,0,0,0
prefuzz,enron_050432,text,2,1,0,6,0,0,0
prefuzz,enron_050552,text,2,1,0,6,0,0,0
prefuzz,enron_050626,text,2,1,0,6,0,0,0
prefuzz,enron_050640,text,2,2,0,6,0,0,0
prefuzz,enron_050694,text,2,1,0,6,0,0,0
prefuzz,enron_050763,text,2,1,0,6,0,0,0
prefuzz,enron_050813,text,2,51,1,6,6,7,2
prefuzz,enron_050821,text,2,1,0,6,0,0,0
prefuzz,enron_050872,text,2,1,0,6,0,0,0
prefuzz,enron_050899,text,2,1,0,6,0,0,0
prefuzz,enron_050925,text,2,1,0,6,0,0,0
prefuzz,enron_050927,text,2,1,0,6,0,0,0
prefuzz,enron_050971,text,2,2,0,6,0,0,0
prefuzz,enron_051000,text,2,1,0,6,0,0,0
prefuzz,enron_051034,text,2,1,0,6,0,0,0
prefuzz,enron_051161,text,2,1,0,6,0,0,0
prefuzz,enron_051188,text,2,1,0,6,0,0,0
prefuzz,enron_051225,text,2,2,0,6,0,0,0
prefuzz,enron_051292,text,2,48,1,6,6,6,1
prefuzz,enron_051339,text,2,47,1,6,6,6,1
prefuzz,enron_051404,text,2,46,1,6,6,6,1
prefuzz,enron_051425,text,2,2,0,6,0,0,0
prefuzz,enron_051663,text,2,1,0,6,0,0,0
prefuzz,enron_051715,text,2,2,0,6,0,0,0
